deviceCPUCyles,deviceCost,lbExecTime,lbFailureProb,serviceCost,serviceFailureProb,d1Services,d2Services,d3Services,scenario,policy,model,cost,executionTime,probSuccessfulExecution,policy_config
143,24,42,27,4,50,0,5,1,615,36,archexploration,72,60,55,0_5_1
101,24,19,19,1,46,0,5,1,616,36,archexploration,54,33,64,0_5_1
144,16,47,26,4,48,0,5,1,617,36,archexploration,56,66,57,0_5_1
112,0,22,41,2,44,0,5,1,618,36,archexploration,12,38,48,0_5_1
120,8,45,21,3,47,0,5,1,619,36,archexploration,34,61,62,0_5_1
104,5,30,37,2,17,0,5,1,620,36,archexploration,22,52,62,0_5_1
118,21,15,33,2,41,0,5,1,621,36,archexploration,54,33,56,0_5_1
110,26,29,13,1,50,0,5,1,622,36,archexploration,58,43,66,0_5_1
116,1,39,16,3,23,0,5,1,623,36,archexploration,20,62,80,0_5_1
109,32,48,45,5,29,0,5,1,624,36,archexploration,94,68,51,0_5_1
101,14,39,11,2,11,0,5,1,625,36,archexploration,40,62,88,0_5_1
142,30,37,37,5,15,0,5,1,626,36,archexploration,90,68,62,0_5_1
